customer_id,segment,churn_probability,clv_band,recommended_action,recommended_product_category,priority_score,campaign_reason
C00187186,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.35,Customer has lapsed or has not converted beyond the first order.
C00209463,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.34,Customer has lapsed or has not converted beyond the first order.
C00184961,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.34,Customer has lapsed or has not converted beyond the first order.
C00147592,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.34,Customer has lapsed or has not converted beyond the first order.
C00239546,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.34,Customer has lapsed or has not converted beyond the first order.
C00132567,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.34,Customer has lapsed or has not converted beyond the first order.
C00034897,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.32,Customer has lapsed or has not converted beyond the first order.
C00233096,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.31,Customer has lapsed or has not converted beyond the first order.
C00006923,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.29,Customer has lapsed or has not converted beyond the first order.
C00026548,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.28,Customer has lapsed or has not converted beyond the first order.
C00046661,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.27,Customer has lapsed or has not converted beyond the first order.
C00064661,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.27,Customer has lapsed or has not converted beyond the first order.
C00106009,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.26,Customer has lapsed or has not converted beyond the first order.
C00213664,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.25,Customer has lapsed or has not converted beyond the first order.
C00144225,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.24,Customer has lapsed or has not converted beyond the first order.
C00045344,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.23,Customer has lapsed or has not converted beyond the first order.
C00160562,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.23,Customer has lapsed or has not converted beyond the first order.
C00153485,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.22,Customer has lapsed or has not converted beyond the first order.
