data_context,product_id,sku,product_name,category,sub_category,base_price,unit_cost,margin_rate,lifecycle_stage,profitability_profile,return_profile,retention_profile,launch_date,orders,units,customers,repeat_customers,gross_revenue,net_revenue,return_adjusted_profit,discount_amount,returns,avg_discount_rate,return_rate,return_adjusted_margin,repeat_customer_rate,discount_dependency,product_performance_flag
Synthetic portfolio data,P000102,OUT-TRA-000102,Travel Outdoor Item 0102,Outdoor,Travel,102.72,48.68,0.5261,Mature,Premium Margin,Medium,Neutral,2021-11-06,57,86,52,55,8498.33,6407.08,3130.916,705.3187038570877,13,0.0873701754385965,0.2280701754385964,0.4886650393002741,0.9649122807017544,0.0991674866982063,Stable
Synthetic portfolio data,P000204,ELE-AUD-000204,Audio Electronics Item 0204,Electronics,Audio,117.06,73.05,0.376,Launch,Core Margin,Low,Neutral,2025-12-06,86,124,70,83,13320.75,10545.07,3101.275,1447.5178577581771,15,0.0870139534883721,0.1744186046511628,0.294097146818371,0.9651162790697676,0.1207010425878812,Stable
Synthetic portfolio data,P000034,PET-WEL-000034,Wellness Pet Item 0034,Pet,Wellness,27.97,14.44,0.4837,Growth,Core Margin,Low,Retention Driver,2025-12-07,198,315,147,192,8163.91,7094.54,3073.722,1003.1559809529203,24,0.1001383838383838,0.1212121212121212,0.4332517682612262,0.9696969696969696,0.1238816551414753,Stable
Synthetic portfolio data,P000046,ELE-SMA-000046,Smart Home Electronics Item 0046,Electronics,Smart Home,132.03,96.66,0.2678,Mature,Core Margin,High,Churn Correlated,2021-02-26,91,154,79,86,19229.69,15622.19,3037.058,1489.7714214350833,21,0.0673241758241758,0.2307692307692307,0.1944066740962694,0.945054945054945,0.087060237265901,Stable
Synthetic portfolio data,P000127,BEA-HAI-000127,Hair Care Beauty Item 0127,Beauty,Hair Care,46.97,17.55,0.6264,Mature,Premium Margin,Medium,Neutral,2024-10-13,98,153,91,90,6952.99,5054.79,2996.175,703.9473186258616,27,0.0981530612244897,0.2755102040816326,0.5927397577347427,0.9183673469387756,0.1222398730272066,Return Heavy
Synthetic portfolio data,P000084,APP-BAS-000084,Basics Apparel Item 0084,Apparel,Basics,42.19,21.11,0.4996,Mature,Core Margin,Low,Retention Driver,2022-11-07,112,168,92,109,6834.42,6216.4,2939.0725,611.6409703801626,10,0.0845473214285714,0.0892857142857142,0.4727933369796024,0.9732142857142856,0.0895778120010472,Stable
Synthetic portfolio data,P000203,GRO-COF-000203,Coffee Grocery Item 0203,Grocery,Coffee,27.42,12.76,0.5346,Mature,Premium Margin,High,Neutral,2022-07-19,174,282,142,167,7539.71,5804.97,2933.332,598.2653173301206,41,0.0737201149425287,0.2356321839080459,0.5053138948177165,0.9597701149425288,0.0934317243832875,Stable
Synthetic portfolio data,P000113,APP-OUT-000113,Outerwear Apparel Item 0113,Apparel,Outerwear,72.75,53.62,0.2629,Growth,Core Margin,High,Neutral,2021-10-03,175,267,152,169,18974.21,14001.71,2921.137,1376.1694349305276,49,0.072436,0.28,0.2086271605396769,0.9657142857142856,0.0894901953649466,Low Margin High Volume
Synthetic portfolio data,P000089,APP-OUT-000089,Outerwear Apparel Item 0089,Apparel,Outerwear,59.55,31.31,0.4742,Growth,Core Margin,Low,Neutral,2022-02-19,90,138,81,88,7935.69,6681.08,2919.1835,775.2237895390374,13,0.0888666666666666,0.1444444444444444,0.4369328761218246,0.9777777777777776,0.1039689115975468,Stable
Synthetic portfolio data,P000235,HOM-KIT-000235,Kitchen Home Item 0235,Home,Kitchen,99.52,54.97,0.4477,Decline,Core Margin,Medium,Neutral,2024-10-26,59,99,53,54,9366.03,7317.04,2902.949,936.7332586641044,12,0.0846084745762711,0.2033898305084746,0.3967381618796672,0.9152542372881356,0.1134915182799336,Stable
Synthetic portfolio data,P000141,OUT-TRA-000141,Travel Outdoor Item 0141,Outdoor,Travel,44.42,16.91,0.6194,Launch,Premium Margin,Medium,Neutral,2025-02-26,99,160,81,99,6802.12,4969.83,2867.917,687.9655999972725,24,0.0846828282828282,0.2424242424242424,0.5770654127002331,1.0,0.121596050588608,Return Heavy
Synthetic portfolio data,P000211,PET-TOY-000211,Toys Pet Item 0211,Pet,Toys,37.17,17.47,0.53,Mature,Premium Margin,Low,Retention Driver,2024-12-05,119,184,95,111,6691.03,5692.99,2864.597,522.1366071732358,15,0.0754823529411764,0.1260504201680672,0.5031796999467766,0.9327731092436976,0.0840106147750245,Stable
Synthetic portfolio data,P000216,ELE-SMA-000216,Smart Home Electronics Item 0216,Electronics,Smart Home,150.3,85.54,0.4309,Decline,Core Margin,Medium,Retention Driver,2024-06-02,40,65,34,38,9065.38,7762.72,2857.0009999999997,1074.5707799993852,5,0.10116,0.125,0.3680412278170538,0.95,0.1215950461233391,Stable
Synthetic portfolio data,P000135,HOM-STO-000135,Storage Home Item 0135,Home,Storage,75.79,51.95,0.3145,Growth,Core Margin,High,Neutral,2021-10-24,100,171,86,90,12756.92,10117.52,2823.74,1177.1313972047285,23,0.085469,0.23,0.2790940862978279,0.9,0.104220250436065,Stable
Synthetic portfolio data,P000023,ELE-WEA-000023,Wearables Electronics Item 0023,Electronics,Wearables,82.57,46.03,0.4425,Mature,Core Margin,Low,Neutral,2024-10-04,66,108,47,64,8370.45,7204.09,2819.7325,756.3155871737135,6,0.0890924242424242,0.0909090909090909,0.3914071728698559,0.9696969696969696,0.0950096799580582,Stable
Synthetic portfolio data,P000215,ELE-WEA-000215,Wearables Electronics Item 0215,Electronics,Wearables,90.73,51.83,0.4288,Mature,Core Margin,Medium,Retention Driver,2021-10-05,79,133,63,77,11391.69,7906.36,2819.2455,893.2091358542176,21,0.0787240506329114,0.2658227848101265,0.3565794499618029,0.9746835443037974,0.1015060080856458,Return Heavy
Synthetic portfolio data,P000027,APP-ACT-000027,Activewear Apparel Item 0027,Apparel,Activewear,54.78,29.24,0.4662,Mature,Core Margin,Low,Retention Driver,2025-10-01,85,124,79,83,6731.38,6087.66,2760.148,604.1996582994966,9,0.0964611764705882,0.1058823529411764,0.4534004855724531,0.976470588235294,0.0902887521781998,Stable
Synthetic portfolio data,P000041,HOM-BED-000041,Bedding Home Item 0041,Home,Bedding,55.09,31.44,0.4293,Launch,Core Margin,Low,Churn Correlated,2023-07-12,103,159,86,102,8361.11,7184.46,2746.704,952.9950783397056,14,0.1003194174757281,0.1359223300970873,0.3823118230180139,0.9902912621359224,0.1171121768618286,Retention Driver
Synthetic portfolio data,P000024,BAB-TRA-000024,Travel Baby Item 0024,Baby,Travel,28.08,14.17,0.4955,Growth,Core Margin,Low,Retention Driver,2025-05-02,130,190,103,126,5859.236452197849,5042.656452197849,2711.6914521978483,530.322665541319,15,0.0872530769230769,0.1153846153846153,0.5377505840232193,0.9692307692307692,0.0951596362263885,Stable
Synthetic portfolio data,P000147,OUT-TRA-000147,Travel Outdoor Item 0147,Outdoor,Travel,56.74,30.4,0.4643,Decline,Core Margin,Low,Neutral,2025-04-11,75,132,69,74,7367.51,6153.34,2709.02,634.5211600263751,8,0.0751533333333333,0.1066666666666666,0.4402519607237695,0.9866666666666668,0.0934788065146443,Retention Driver
Synthetic portfolio data,P000205,APP-BAS-000205,Basics Apparel Item 0205,Apparel,Basics,56.56,25.4,0.5508,Mature,Premium Margin,Low,Neutral,2022-10-10,73,100,68,71,5474.28,4967.23,2643.13,446.9762342007117,7,0.0702301369863013,0.0958904109589041,0.5321134716934791,0.9726027397260274,0.0825561891930217,Stable
Synthetic portfolio data,P000242,HOM-KIT-000242,Kitchen Home Item 0242,Home,Kitchen,55.36,25.57,0.5381,Launch,Premium Margin,Medium,Neutral,2021-08-26,78,124,67,76,6632.28,5287.0599999999995,2638.008,755.4684895746859,14,0.0913089743589743,0.1794871794871795,0.4989555632052596,0.9743589743589745,0.1250252259262183,Stable
Synthetic portfolio data,P000231,HOM-STO-000231,Storage Home Item 0231,Home,Storage,74.06,31.38,0.5763,Decline,Premium Margin,Low,Churn Correlated,2025-04-20,48,82,41,48,5963.29,4746.85,2627.131,487.9929868716254,9,0.0821333333333333,0.1875,0.5534472334284841,1.0,0.0932201764399533,Retention Driver
Synthetic portfolio data,P000144,HOM-STO-000144,Storage Home Item 0144,Home,Storage,56.89,28.81,0.4936,Growth,Core Margin,Medium,Retention Driver,2024-04-10,69,118,60,68,6473.69,5632.1,2624.336,696.7326715802963,11,0.0908869565217391,0.1594202898550724,0.4659604765540384,0.9855072463768116,0.1100886542172276,Retention Driver
Synthetic portfolio data,P000202,HOM-DEC-000202,Decor Home Item 0202,Home,Decor,58.67,30.34,0.4828,Decline,Core Margin,Low,Neutral,2025-10-21,80,112,69,78,6465.96,5642.19,2605.156,545.5511031318205,9,0.07329,0.1125,0.4617278042745813,0.975,0.0881664397457901,Stable
Synthetic portfolio data,P000175,OUT-CAM-000175,Camping Outdoor Item 0175,Outdoor,Camping,117.28,80.12,0.3168,Mature,Core Margin,Low,Retention Driver,2025-08-11,66,112,59,66,12464.18,10021.92,2546.724,1189.4919563228175,9,0.0829924242424242,0.1363636363636363,0.2541153790890368,1.0,0.1060965345807303,Retention Driver
Synthetic portfolio data,P000243,OUT-FIT-000243,Fitness Outdoor Item 0243,Outdoor,Fitness,62.08,39.21,0.3683,Mature,Core Margin,Low,Churn Correlated,2025-08-19,73,114,61,72,7543.491284304158,6255.571284304158,2518.8582843041586,615.5523801691394,10,0.0896205479452054,0.136986301369863,0.4026583935865651,0.9863013698630136,0.0895854026542723,Retention Driver
Synthetic portfolio data,P000054,ELE-ACC-000054,Accessories Electronics Item 0054,Electronics,Accessories,139.44,94.63,0.3213,Decline,Core Margin,Low,Neutral,2022-08-04,61,93,54,59,12001.04,10008.49,2494.868,1138.450954957774,7,0.0787360655737705,0.1147540983606557,0.2492751653845885,0.9672131147540984,0.1021312447565652,Stable
Synthetic portfolio data,P000236,HOM-DEC-000236,Decor Home Item 0236,Home,Decor,42.7,28.9,0.3232,Growth,Core Margin,Medium,Neutral,2024-02-21,166,274,142,160,11216.14,9293.07,2479.895,1078.9009129601836,28,0.0898524096385542,0.1686746987951807,0.2668542257832987,0.963855421686747,0.1040208193808232,Low Margin High Volume
Synthetic portfolio data,P000196,GRO-PAN-000196,Pantry Grocery Item 0196,Grocery,Pantry,44.49,24.49,0.4496,Mature,Core Margin,High,Retention Driver,2024-10-20,105,151,90,99,7357.279051266277,5444.355472642737,2474.942972642738,664.0437672732261,25,0.0858780952380952,0.238095238095238,0.4545887911028298,0.9428571428571428,0.1087099485793207,Stable
Synthetic portfolio data,P000223,BEA-FRA-000223,Fragrance Beauty Item 0223,Beauty,Fragrance,37.75,21.91,0.4194,Growth,Core Margin,Medium,Churn Correlated,2025-07-08,139,222,119,135,8368.084233678775,6658.14,2464.566,829.8599139330828,21,0.0871302158273381,0.1510791366906475,0.3701583325072767,0.9712230215827338,0.110825310292665,Low Margin High Volume
Synthetic portfolio data,P000174,ELE-ACC-000174,Accessories Electronics Item 0174,Electronics,Accessories,88.51,52.7,0.4046,Mature,Core Margin,High,Neutral,2023-02-02,82,129,72,79,10792.51,7509.89,2458.595,982.84248446454,23,0.0823853658536585,0.2804878048780488,0.3273809603070085,0.9634146341463414,0.1157274747865212,Return Heavy
Synthetic portfolio data,P000014,BAB-TRA-000014,Travel Baby Item 0014,Baby,Travel,34.59,19.92,0.4242,Growth,Core Margin,Low,Retention Driver,2025-11-17,138,215,108,133,7217.42,6211.18,2419.408,539.0049138705157,18,0.0748514492753623,0.1304347826086956,0.3895246957904938,0.9637681159420288,0.0798503923593188,Stable
Synthetic portfolio data,P000166,ELE-AUD-000166,Audio Electronics Item 0166,Electronics,Audio,78.22,55.08,0.2958,Decline,Core Margin,Low,Neutral,2021-05-18,79,120,69,73,9420.270053637045,8224.150053637042,2410.4560536370423,923.7525544636388,9,0.0953974683544303,0.1139240506329113,0.2930948533181303,0.9240506329113924,0.1009797102174693,Stable
Synthetic portfolio data,P000151,APP-DEN-000151,Denim Apparel Item 0151,Apparel,Denim,120.21,72.96,0.3931,Mature,Core Margin,Medium,Churn Correlated,2025-05-21,53,81,50,51,9745.05,6838.6,2355.208,826.261699700774,9,0.0791113207547169,0.1698113207547169,0.34439914602404,0.9622641509433962,0.1077986442642572,Stable
Synthetic portfolio data,P000176,HOM-STO-000176,Storage Home Item 0176,Home,Storage,82.32,57.18,0.3054,Mature,Core Margin,Low,Neutral,2025-06-12,83,126,66,82,10126.05,8724.38,2345.951,1011.8415300007682,9,0.0837373493975903,0.108433734939759,0.2688960132410555,0.9879518072289156,0.1039254835033204,Retention Driver
Synthetic portfolio data,P000069,PET-TOY-000069,Toys Pet Item 0069,Pet,Toys,20.69,12.52,0.3952,Growth,Core Margin,Medium,Retention Driver,2022-06-02,260,405,178,250,8154.24,6538.03,2318.79,696.3988461267619,51,0.0808423076923076,0.1961538461538461,0.3546618782722012,0.9615384615384616,0.0962617590052885,Low Margin High Volume
Synthetic portfolio data,P000001,OUT-TRA-000001,Travel Outdoor Item 0001,Outdoor,Travel,131.69,81.37,0.3821,Launch,Core Margin,Medium,Retention Driver,2024-06-07,40,62,39,38,7731.58,6948.63,2318.677,784.860212411392,5,0.0909224999999999,0.125,0.3336883673472325,0.95,0.101488485904046,Stable
Synthetic portfolio data,P000248,BEA-FRA-000248,Fragrance Beauty Item 0248,Beauty,Fragrance,34.37,19.29,0.4388,Mature,Core Margin,Medium,Neutral,2022-05-13,140,229,125,135,7448.3,6025.4800000000005,2313.1195,752.2741408807101,26,0.0918385714285714,0.1857142857142857,0.3838896652216919,0.9642857142857144,0.1109916537608368,Stable
Synthetic portfolio data,P000158,PET-FOO-000158,Food Pet Item 0158,Pet,Food,29.22,14.88,0.4909,Growth,Core Margin,Low,Neutral,2025-03-09,117,192,90,112,5427.2699999999995,4817.44,2238.736,407.4484629682844,13,0.0775042735042735,0.1111111111111111,0.4647148693081803,0.9572649572649572,0.0779822317464,Stable
Synthetic portfolio data,P000051,APP-BAS-000051,Basics Apparel Item 0051,Apparel,Basics,36.2,24.88,0.3126,Growth,Core Margin,Medium,Churn Correlated,2023-11-14,195,313,153,190,10808.85,8813.23,2231.226,1017.789721173738,33,0.0847635897435897,0.1692307692307692,0.2531677943273919,0.9743589743589745,0.1035283978712457,Low Margin High Volume
Synthetic portfolio data,P000067,HOM-DEC-000067,Decor Home Item 0067,Home,Decor,43.18,21.31,0.5065,Mature,Core Margin,Low,Retention Driver,2021-08-11,68,114,61,68,4709.53,4504.23,2165.4575,344.21334148514717,4,0.0733279411764705,0.0588235294117647,0.4807608625669649,1.0,0.070994609453291,Retention Driver
Synthetic portfolio data,P000184,HOM-KIT-000184,Kitchen Home Item 0184,Home,Kitchen,48.9,26.59,0.4563,Growth,Core Margin,Medium,Neutral,2025-07-05,92,128,78,89,6085.32,4868.21,2074.9305,556.2285952061641,18,0.0764923913043478,0.1956521739130435,0.4262204177716244,0.967391304347826,0.1025412280816912,Stable
Synthetic portfolio data,P000066,APP-DEN-000066,Denim Apparel Item 0066,Apparel,Denim,40.11,19.28,0.5194,Decline,Core Margin,High,Churn Correlated,2023-06-16,89,141,83,87,5434.05,4244.99,2034.538,474.92938718061697,18,0.0847067415730337,0.2022471910112359,0.4792798098464307,0.9775280898876404,0.1006223514050967,Stable
Synthetic portfolio data,P000160,HOM-STO-000160,Storage Home Item 0160,Home,Storage,104.39,57.81,0.4462,Mature,Core Margin,Medium,Retention Driver,2022-09-04,38,56,37,36,5654.14,4841.94,1997.688,447.4754544142544,6,0.0858736842105263,0.1578947368421052,0.4125800815375656,0.9473684210526316,0.0845982809009294,Stable
Synthetic portfolio data,P000222,OUT-GAR-000222,Garden Outdoor Item 0222,Outdoor,Garden,39.95,22.27,0.4426,Growth,Core Margin,Medium,Retention Driver,2025-06-14,105,157,90,105,5962.52,5067.35,1987.409,569.6920234728008,14,0.0889942857142857,0.1333333333333333,0.3921988810719606,1.0,0.1010622275123348,Retention Driver
Synthetic portfolio data,P000155,OUT-GAR-000155,Garden Outdoor Item 0155,Outdoor,Garden,88.98,74.01,0.1683,Mature,Thin Margin,Low,Neutral,2023-09-26,140,213,108,134,18286.9,16022.55,1956.9495,1815.3218183217025,16,0.0881064285714285,0.1142857142857142,0.1221372066244137,0.9571428571428572,0.1017678474658138,Low Margin High Volume
Synthetic portfolio data,P000018,ELE-WEA-000018,Wearables Electronics Item 0018,Electronics,Wearables,123.12,89.43,0.2736,Mature,Core Margin,Low,Neutral,2022-05-03,52,84,45,49,9728.66,8905.1,1925.0885,932.4093073629576,3,0.0857692307692307,0.0576923076923076,0.2161782012554603,0.9423076923076924,0.0947810343279765,Stable
Synthetic portfolio data,P000114,BAB-DIA-000114,Diapers Baby Item 0114,Baby,Diapers,25.94,13.9,0.4642,Mature,Core Margin,Low,Churn Correlated,2024-06-12,139,213,103,132,5234.11,4576.88,1923.37,499.93142459210014,14,0.0821280575539568,0.1007194244604316,0.4202360560032161,0.9496402877697842,0.0984735068492853,Stable
Synthetic portfolio data,P000060,HOM-BED-000060,Bedding Home Item 0060,Home,Bedding,60.3,29.73,0.507,Mature,Core Margin,Medium,Neutral,2022-12-07,58,94,51,55,5442.96,4145.04,1906.371,480.3546903272908,11,0.0900362068965517,0.1896551724137931,0.4599161889873197,0.9482758620689656,0.103851611048851,Stable
Synthetic portfolio data,P000124,PET-FOO-000124,Food Pet Item 0124,Pet,Food,48.67,20.32,0.5825,Decline,Premium Margin,Low,Neutral,2024-07-02,60,83,49,58,3848.54,3420.39,1889.278,354.56965770038573,6,0.0862733333333333,0.1,0.5523574797026071,0.9666666666666668,0.093926740906254,Stable
Synthetic portfolio data,P000091,PET-ACC-000091,Accessories Pet Item 0091,Pet,Accessories,104.26,66.2,0.3651,Mature,Core Margin,Low,Retention Driver,2021-10-08,59,82,53,58,8177.42,6302.25,1886.71,907.7911417879948,9,0.0972661016949152,0.1525423728813559,0.2993708596136301,0.9830508474576272,0.1259065134214857,Retention Driver
Synthetic portfolio data,P000131,APP-OUT-000131,Outerwear Apparel Item 0131,Apparel,Outerwear,57.35,31.17,0.4565,Decline,Core Margin,Low,Neutral,2023-09-02,47,85,46,47,4729.91,4370.99,1880.507,433.32020942215775,4,0.0829191489361702,0.0851063829787234,0.4302245029158154,1.0,0.0901940529511052,Retention Driver
Synthetic portfolio data,P000035,GRO-BEV-000035,Beverage Grocery Item 0035,Grocery,Beverage,46.32,23.06,0.502,Mature,Core Margin,Low,Neutral,2023-01-18,56,91,50,53,4061.64,3835.72,1835.265,360.0710440251608,3,0.0838446428571428,0.0535714285714285,0.4784668849655344,0.9464285714285714,0.0858172011539766,Stable
Synthetic portfolio data,P000095,APP-ACT-000095,Activewear Apparel Item 0095,Apparel,Activewear,50.79,38.09,0.25,Mature,Thin Margin,Medium,Retention Driver,2025-08-22,133,209,112,125,10320.28,8744.66,1819.898,820.0331588773377,23,0.0750992481203007,0.1729323308270676,0.2081153526838093,0.9398496240601504,0.0857354381636629,Low Margin High Volume
Synthetic portfolio data,P000229,BEA-HAI-000229,Hair Care Beauty Item 0229,Beauty,Hair Care,31.8,19.2,0.3961,Decline,Core Margin,Low,Neutral,2022-07-19,115,194,103,109,5946.42,5020.84,1818.28,550.5950035145271,17,0.0818495652173913,0.1478260869565217,0.3621465730833884,0.9478260869565216,0.0988246301297969,Stable
Synthetic portfolio data,P000007,APP-BAS-000007,Basics Apparel Item 0007,Apparel,Basics,169.0,131.07,0.2244,Mature,Thin Margin,Low,Churn Correlated,2023-02-04,49,69,46,47,11159.17,10191.18,1815.807,927.61141298418,4,0.0736448979591836,0.0816326530612244,0.1781743625370173,0.9591836734693876,0.0834273599108032,Stable
Synthetic portfolio data,P000063,APP-ACT-000063,Activewear Apparel Item 0063,Apparel,Activewear,64.14,41.42,0.3542,Mature,Core Margin,Low,Retention Driver,2023-03-20,70,119,65,69,7423.24,5898.47,1814.458,605.1429752048019,9,0.0795485714285714,0.1285714285714285,0.3076150255913821,0.9857142857142858,0.0930471996891459,Retention Driver
Synthetic portfolio data,P000040,APP-OUT-000040,Outerwear Apparel Item 0040,Apparel,Outerwear,36.25,21.22,0.4147,Mature,Core Margin,Medium,Retention Driver,2023-04-03,134,178,113,130,6269.59,4856.2,1800.52,531.5926618334204,27,0.081381343283582,0.2014925373134328,0.3707672665870434,0.9701492537313432,0.0986661319763043,Low Margin High Volume
Synthetic portfolio data,P000094,GRO-SNA-000094,Snacks Grocery Item 0094,Grocery,Snacks,29.65,16.59,0.4405,Growth,Core Margin,High,Neutral,2022-07-23,123,211,96,118,6209.43,4416.62,1762.22,493.2360407313573,33,0.0791853658536585,0.2682926829268293,0.3989974233690016,0.959349593495935,0.1004583508435995,Return Heavy
Synthetic portfolio data,P000225,BEA-FRA-000225,Fragrance Beauty Item 0225,Beauty,Fragrance,26.96,12.39,0.5403,Mature,Premium Margin,Low,Neutral,2021-11-26,77,131,72,75,3503.75,3251.54,1733.765,195.1256097190772,7,0.0619350649350649,0.0909090909090909,0.5332134926834668,0.974025974025974,0.0566128635075164,Stable
Synthetic portfolio data,P000121,BEA-SKI-000121,Skin Care Beauty Item 0121,Beauty,Skin Care,27.52,13.65,0.504,Decline,Core Margin,Low,Neutral,2021-05-26,97,156,92,92,4109.48,3610.03,1712.68,440.7096917694267,14,0.092580412371134,0.1443298969072164,0.4744226502272834,0.9484536082474226,0.108797337104848,Stable
Synthetic portfolio data,P000249,GRO-BEV-000249,Beverage Grocery Item 0249,Grocery,Beverage,22.23,10.02,0.5492,Mature,Premium Margin,High,Retention Driver,2022-11-17,129,197,110,125,4340.08,3224.72,1676.63,333.96561586161226,29,0.0766891472868217,0.2248062015503876,0.5199304125629512,0.9689922480620154,0.0938452147537495,Stable
Synthetic portfolio data,P000237,BAB-FEE-000237,Feeding Baby Item 0237,Baby,Feeding,61.45,40.44,0.3419,Mature,Core Margin,Low,Neutral,2022-02-13,68,110,54,63,6561.1900000000005,5489.91,1660.242,466.2847535053874,6,0.0652088235294117,0.088235294117647,0.3024169795133253,0.9264705882352942,0.0782856794988051,Stable
Synthetic portfolio data,P000030,APP-OUT-000030,Outerwear Apparel Item 0030,Apparel,Outerwear,41.49,28.64,0.3097,Growth,Core Margin,Medium,Retention Driver,2025-09-15,103,158,93,98,6461.8,5695.92,1633.336,523.3918750393333,15,0.0759427184466019,0.145631067961165,0.286755431958314,0.9514563106796116,0.0841559139588932,Stable
Synthetic portfolio data,P000088,BEA-SKI-000088,Skin Care Beauty Item 0088,Beauty,Skin Care,64.85,49.33,0.2393,Launch,Thin Margin,Medium,Neutral,2024-04-01,107,183,100,101,11199.89,9369.17,1599.695,1146.165484406584,17,0.09113738317757,0.1588785046728972,0.1707403110414262,0.9439252336448598,0.1089994214741182,Stable
Synthetic portfolio data,P000109,APP-ACT-000109,Activewear Apparel Item 0109,Apparel,Activewear,95.27,67.82,0.2881,Mature,Core Margin,High,Neutral,2023-01-31,71,105,65,70,9406.22,7197.12,1574.842,1058.0951702372224,12,0.0871901408450704,0.1690140845070422,0.2188155817882708,0.9859154929577464,0.128172936551915,Retention Driver
Synthetic portfolio data,P000110,BEA-HAI-000110,Hair Care Beauty Item 0110,Beauty,Hair Care,27.9,15.62,0.4401,Launch,Core Margin,Low,Neutral,2025-09-26,111,169,105,107,4561.75,3862.2,1554.345,404.22300223250295,11,0.0825486486486486,0.0990990990990991,0.4024506757806432,0.963963963963964,0.0947451769365072,Stable
Synthetic portfolio data,P000021,BEA-HAI-000021,Hair Care Beauty Item 0021,Beauty,Hair Care,30.8,19.8,0.357,Mature,Core Margin,Low,Neutral,2025-12-28,120,194,104,119,5823.4,4746.51,1494.36,466.5229625594069,19,0.0789375,0.1583333333333333,0.3148334249796166,0.9916666666666668,0.0894916579100933,Retention Driver
Synthetic portfolio data,P000062,BAB-TOY-000062,Toys Baby Item 0062,Baby,Toys,19.11,12.8,0.33,Mature,Core Margin,Low,Neutral,2025-06-02,129,202,106,121,4277.988582218181,3816.4585822181816,1491.9785822181814,350.1974921664549,14,0.0835868217054263,0.1085271317829457,0.3909327325520251,0.937984496124031,0.084047611781391,Stable
Synthetic portfolio data,P000005,OUT-GAR-000005,Garden Outdoor Item 0005,Outdoor,Garden,84.72,51.01,0.3979,Mature,Core Margin,Low,Retention Driver,2025-01-10,44,64,41,41,4988.46,4404.24,1486.468,623.0488001148469,4,0.0934386363636363,0.0909090909090909,0.3375084009954044,0.9318181818181818,0.1239333614771869,Stable
Synthetic portfolio data,P000038,APP-ACT-000038,Activewear Apparel Item 0038,Apparel,Activewear,70.7,41.2,0.4173,Mature,Core Margin,High,Retention Driver,2023-02-16,61,89,54,61,6221.26,4021.16,1475.0,456.402559646675,17,0.0718213114754098,0.2786885245901639,0.3668095773358931,1.0,0.1019310291183714,Return Heavy
Synthetic portfolio data,P000126,OUT-TRA-000126,Travel Outdoor Item 0126,Outdoor,Travel,63.76,42.38,0.3353,Mature,Core Margin,Low,Neutral,2024-03-10,66,93,62,62,5627.21,5005.15,1424.04,570.2016032523275,6,0.0946939393939394,0.0909090909090909,0.28451494960191,0.9393939393939394,0.1022718644183276,Stable
Synthetic portfolio data,P000010,OUT-TRA-000010,Travel Outdoor Item 0010,Outdoor,Travel,130.19,83.03,0.3623,Decline,Core Margin,Low,Neutral,2025-12-20,28,40,27,27,5017.31,4253.04,1355.293,429.7498564695395,3,0.0809642857142857,0.1071428571428571,0.3186645317231909,0.9642857142857144,0.0917721848815862,Stable
Synthetic portfolio data,P000081,BEA-FRA-000081,Fragrance Beauty Item 0081,Beauty,Fragrance,44.35,29.26,0.3402,Mature,Core Margin,Low,Retention Driver,2025-04-11,87,133,79,87,5687.67,4607.79,1337.985,547.0499499954904,15,0.0904402298850574,0.1724137931034483,0.290374561340686,1.0,0.1061235567548453,Retention Driver
Synthetic portfolio data,P000065,GRO-SNA-000065,Snacks Grocery Item 0065,Grocery,Snacks,25.25,13.62,0.4606,Growth,Core Margin,Low,Neutral,2023-05-19,98,166,83,97,3990.86,3195.52,1316.641,373.60226089398896,12,0.0877551020408163,0.1224489795918367,0.412027150510715,0.9897959183673468,0.1046762294997452,Retention Driver
Synthetic portfolio data,P000157,GRO-SNA-000157,Snacks Grocery Item 0157,Grocery,Snacks,23.93,14.24,0.4048,Mature,Core Margin,Low,Neutral,2024-03-30,123,180,102,116,4146.7300000000005,3541.17,1292.674,359.35936625030496,19,0.0829463414634146,0.1544715447154471,0.3650414975841318,0.943089430894309,0.092130921858888,Low Margin High Volume
Synthetic portfolio data,P000078,APP-ACT-000078,Activewear Apparel Item 0078,Apparel,Activewear,21.09,9.0,0.5733,Mature,Premium Margin,Low,Retention Driver,2024-01-30,77,119,68,75,2471.62,2291.59,1289.44,163.58701113870714,5,0.0732454545454545,0.0649350649350649,0.5626835515951806,0.974025974025974,0.066629416289148,Stable
Synthetic portfolio data,P000186,BEA-SKI-000186,Skin Care Beauty Item 0186,Beauty,Skin Care,76.25,45.49,0.4034,Mature,Core Margin,Medium,Neutral,2023-05-26,37,60,37,36,4336.41,3584.45,1280.3815,545.1164273628274,8,0.1019729729729729,0.2162162162162162,0.3572044525659446,0.972972972972973,0.1320033075992781,Stable
Synthetic portfolio data,P000241,PET-TOY-000241,Toys Pet Item 0241,Pet,Toys,25.63,15.79,0.384,Mature,Core Margin,Low,Neutral,2022-01-16,89,156,71,88,3992.511148826322,3460.521148826322,1279.132648826322,353.76765086372,10,0.0740494382022471,0.1123595505617977,0.3696358420638913,0.9887640449438202,0.0927479982355997,Retention Driver
Synthetic portfolio data,P000039,APP-DEN-000039,Denim Apparel Item 0039,Apparel,Denim,36.49,24.65,0.3246,Launch,Core Margin,Medium,Churn Correlated,2021-10-19,113,170,98,109,5944.91,4645.92,1272.5675,620.2046810239754,24,0.0900283185840707,0.2123893805309734,0.2739107647139855,0.9646017699115044,0.1177725022840475,Stable
