data_context,cohort_month,cohort_index,active_customers,orders,net_revenue,profit,cohort_size,month_0_revenue,retention_rate,revenue_retention_rate
Synthetic portfolio data,2024-08,1,3,3,128.36,62.17,56,4655.15,0.0535714285714285,0.0275737623921893
Synthetic portfolio data,2024-08,2,1,1,58.4,32.83,56,4655.15,0.0178571428571428,0.0125452455882195
Synthetic portfolio data,2024-08,3,5,6,610.99,246.58999999999995,56,4655.15,0.0892857142857142,0.1312503356497642
Synthetic portfolio data,2024-08,4,2,3,127.84,49.39,56,4655.15,0.0357142857142857,0.0274620581506503
Synthetic portfolio data,2024-08,5,1,1,183.49,92.85,56,4655.15,0.0178571428571428,0.0394165601538081
Synthetic portfolio data,2024-08,6,1,1,73.49,42.5,56,4655.15,0.0178571428571428,0.0157868167513399
Synthetic portfolio data,2024-08,7,3,4,277.86,94.652,56,4655.15,0.0535714285714285,0.0596887318346347
Synthetic portfolio data,2024-08,8,1,1,798.5664521978484,770.2264521978484,56,4655.15,0.0178571428571428,0.1715447305023143
Synthetic portfolio data,2024-08,9,3,3,179.76999999999998,87.32000000000001,56,4655.15,0.0535714285714285,0.0386174451951064
Synthetic portfolio data,2024-08,10,4,5,383.35,166.76999999999998,56,4655.15,0.0714285714285714,0.0823496557576018
Synthetic portfolio data,2024-08,11,7,7,485.4299999999999,185.5405,56,4655.15,0.125,0.1042780576350923
Synthetic portfolio data,2024-08,12,4,4,475.9,287.134,56,4655.15,0.0714285714285714,0.1022308625930421
Synthetic portfolio data,2024-09,0,45,46,2632.88,1039.2125,45,2632.88,1.0,1.0
Synthetic portfolio data,2024-09,1,2,2,173.56,98.7465,45,2632.88,0.0444444444444444,0.0659202090486463
Synthetic portfolio data,2024-09,2,4,4,315.12,81.63149999999999,45,2632.88,0.0888888888888888,0.1196864270304761
Synthetic portfolio data,2024-09,3,5,5,240.92,97.847,45,2632.88,0.1111111111111111,0.0915043602442952
Synthetic portfolio data,2024-09,4,2,2,26.56,8.5795,45,2632.88,0.0444444444444444,0.0100878125854577
Synthetic portfolio data,2024-09,5,1,1,66.53,42.81,45,2632.88,0.0222222222222222,0.0252689070523533
Synthetic portfolio data,2024-09,6,4,4,789.8599999999999,407.22,45,2632.88,0.0888888888888888,0.2999984807511166
Synthetic portfolio data,2024-09,7,5,5,298.89,153.37,45,2632.88,0.1111111111111111,0.113522074686275
Synthetic portfolio data,2024-09,8,1,1,122.29,57.91,45,2632.88,0.0222222222222222,0.0464472364862811
Synthetic portfolio data,2024-09,9,1,1,44.6,13.16,45,2632.88,0.0222222222222222,0.0169396250493755
Synthetic portfolio data,2024-09,10,3,3,102.38,31.400999999999996,45,2632.88,0.0666666666666666,0.0388851751693962
Synthetic portfolio data,2024-09,11,1,1,9.94,6.39,45,2632.88,0.0222222222222222,0.0037753334751298
Synthetic portfolio data,2024-09,12,4,4,351.39,186.38,45,2632.88,0.0888888888888888,0.133462216280271
Synthetic portfolio data,2024-10,0,41,41,2299.21,818.195,41,2299.21,1.0,1.0
Synthetic portfolio data,2024-10,1,3,3,211.98,64.42,41,2299.21,0.073170731707317,0.0921968850170276
Synthetic portfolio data,2024-10,2,4,6,308.7,76.11250000000001,41,2299.21,0.0975609756097561,0.1342635079005397
Synthetic portfolio data,2024-10,3,1,1,40.92,23.44,41,2299.21,0.024390243902439,0.0177974173737936
Synthetic portfolio data,2024-10,4,2,2,148.8,76.82,41,2299.21,0.048780487804878,0.0647178813592494
Synthetic portfolio data,2024-10,5,3,3,52.14,-2.9779999999999944,41,2299.21,0.073170731707317,0.0226773543956402
Synthetic portfolio data,2024-10,6,1,1,0.0,-2.1255,41,2299.21,0.024390243902439,0.0
Synthetic portfolio data,2024-10,7,2,2,0.0,-14.6265,41,2299.21,0.048780487804878,0.0
Synthetic portfolio data,2024-10,8,2,2,151.11999999999998,52.92,41,2299.21,0.048780487804878,0.0657269235954958
Synthetic portfolio data,2024-10,9,2,2,332.01,124.03,41,2299.21,0.048780487804878,0.1444017727828254
Synthetic portfolio data,2024-10,10,1,1,55.26,24.02,41,2299.21,0.024390243902439,0.0240343422305922
Synthetic portfolio data,2024-10,11,2,2,181.65,88.833,41,2299.21,0.048780487804878,0.0790053975060999
Synthetic portfolio data,2024-10,12,3,4,395.97,137.3665,41,2299.21,0.073170731707317,0.1722200233993415
Synthetic portfolio data,2024-11,0,76,79,5798.92,1586.523,76,5798.92,1.0,1.0
Synthetic portfolio data,2024-11,1,2,2,28.36,5.701500000000001,76,5798.92,0.0263157894736842,0.0048905658294992
Synthetic portfolio data,2024-11,2,4,4,180.16,60.43,76,5798.92,0.0526315789473684,0.0310678540141957
Synthetic portfolio data,2024-11,3,5,6,372.34,187.0185,76,5798.92,0.0657894736842105,0.0642085077911059
Synthetic portfolio data,2024-11,4,7,7,498.05999999999995,246.7405,76,5798.92,0.0921052631578947,0.0858884068067847
Synthetic portfolio data,2024-11,5,6,6,507.64,182.611,76,5798.92,0.0789473684210526,0.0875404385644223
Synthetic portfolio data,2024-11,6,4,4,558.24,245.81000000000003,76,5798.92,0.0526315789473684,0.0962662012926545
Synthetic portfolio data,2024-11,7,6,6,210.26,43.004,76,5798.92,0.0789473684210526,0.0362584757161678
Synthetic portfolio data,2024-11,8,5,5,530.16,256.85200000000003,76,5798.92,0.0657894736842105,0.0914239203161968
Synthetic portfolio data,2024-11,9,2,2,68.58,32.62050000000001,76,5798.92,0.0263157894736842,0.0118263400771178
Synthetic portfolio data,2024-11,10,3,5,509.96,223.52999999999997,76,5798.92,0.0394736842105263,0.0879405130610527
Synthetic portfolio data,2024-11,11,3,3,199.71,76.07,76,5798.92,0.0394736842105263,0.0344391714319218
Synthetic portfolio data,2024-11,12,5,5,1214.42,422.355,76,5798.92,0.0657894736842105,0.2094217543956461
Synthetic portfolio data,2024-12,0,70,73,5044.31,1547.537,70,5044.31,1.0,1.0
Synthetic portfolio data,2024-12,1,5,5,402.59,179.81799999999998,70,5044.31,0.0714285714285714,0.0798107174222044
Synthetic portfolio data,2024-12,2,2,2,217.42,69.05,70,5044.31,0.0285714285714285,0.0431020298118077
Synthetic portfolio data,2024-12,3,4,4,473.54,222.4565,70,5044.31,0.0571428571428571,0.0938760702653088
Synthetic portfolio data,2024-12,4,4,4,462.44,209.68,70,5044.31,0.0571428571428571,0.0916755710890091
Synthetic portfolio data,2024-12,5,7,7,402.23,113.09,70,5044.31,0.1,0.0797393498813514
Synthetic portfolio data,2024-12,6,4,4,263.99,102.61,70,5044.31,0.0571428571428571,0.0523342141938144
Synthetic portfolio data,2024-12,7,5,5,379.42,167.05,70,5044.31,0.0714285714285714,0.0752174231956402
Synthetic portfolio data,2024-12,9,4,4,573.61,300.86,70,5044.31,0.0571428571428571,0.1137142641907416
Synthetic portfolio data,2024-12,10,4,4,437.03,185.38,70,5044.31,0.0571428571428571,0.0866382121638043
Synthetic portfolio data,2024-12,11,5,5,741.9200000000001,312.09000000000003,70,5044.31,0.0714285714285714,0.1470805719711913
Synthetic portfolio data,2024-12,12,8,9,844.66,222.4255,70,5044.31,0.1142857142857142,0.1674480751579502
Synthetic portfolio data,2025-01,0,42,42,3019.8,1055.548,42,3019.8,1.0,1.0
Synthetic portfolio data,2025-01,1,1,1,52.67,30.67,42,3019.8,0.0238095238095238,0.0174415524206901
Synthetic portfolio data,2025-01,2,1,1,20.21,11.21,42,3019.8,0.0238095238095238,0.0066924961918007
Synthetic portfolio data,2025-01,3,3,3,79.03,16.936,42,3019.8,0.0714285714285714,0.0261706073249884
Synthetic portfolio data,2025-01,4,4,4,392.11,161.09,42,3019.8,0.0952380952380952,0.1298463474402278
Synthetic portfolio data,2025-01,5,2,2,305.0,117.605,42,3019.8,0.0476190476190476,0.1010000662295516
Synthetic portfolio data,2025-01,6,4,4,173.52,81.21,42,3019.8,0.0952380952380952,0.0574607589906616
Synthetic portfolio data,2025-01,7,3,3,185.37,58.9,42,3019.8,0.0714285714285714,0.0613848599244983
Synthetic portfolio data,2025-01,8,2,2,180.06,56.42,42,3019.8,0.0476190476190476,0.0596264653288297
Synthetic portfolio data,2025-01,9,1,1,99.24,47.3,42,3019.8,0.0238095238095238,0.0328631035167891
Synthetic portfolio data,2025-01,10,2,2,27.88,-3.796499999999998,42,3019.8,0.0476190476190476,0.0092323994966554
Synthetic portfolio data,2025-01,11,4,4,553.9,227.92,42,3019.8,0.0952380952380952,0.1834227432280283
Synthetic portfolio data,2025-02,0,41,42,3583.77,1466.385,41,3583.77,1.0,1.0
Synthetic portfolio data,2025-02,1,4,5,470.96,215.391,41,3583.77,0.0975609756097561,0.1314146834199739
Synthetic portfolio data,2025-02,2,2,2,177.3,52.78,41,3583.77,0.048780487804878,0.0494730409596598
Synthetic portfolio data,2025-02,3,1,1,624.12,317.72,41,3583.77,0.024390243902439,0.1741518010363388
Synthetic portfolio data,2025-02,5,1,1,47.84,25.84,41,3583.77,0.024390243902439,0.0133490709504237
Synthetic portfolio data,2025-02,7,1,1,0.0,-11.489999999999998,41,3583.77,0.024390243902439,0.0
Synthetic portfolio data,2025-02,8,3,3,246.58,120.301,41,3583.77,0.073170731707317,0.0688046386905409
Synthetic portfolio data,2025-02,9,4,4,347.43,47.6685,41,3583.77,0.0975609756097561,0.0969453954913401
Synthetic portfolio data,2025-02,10,8,8,396.61,97.464,41,3583.77,0.1951219512195122,0.1106683743655424
Synthetic portfolio data,2025-03,0,40,41,2964.67,1271.7045,40,2964.67,1.0,1.0
Synthetic portfolio data,2025-03,1,3,3,67.37,37.221,40,2964.67,0.075,0.0227242829724724
Synthetic portfolio data,2025-03,2,1,2,382.9299999999999,176.28,40,2964.67,0.025,0.1291644601254102
Synthetic portfolio data,2025-03,3,1,1,48.19,15.06,40,2964.67,0.025,0.0162547602262646
Synthetic portfolio data,2025-03,4,1,1,178.34,93.58,40,2964.67,0.025,0.0601550931469607
Synthetic portfolio data,2025-03,5,3,3,269.35,119.51,40,2964.67,0.075,0.0908532821528197
Synthetic portfolio data,2025-03,6,4,6,252.63,75.993,40,2964.67,0.1,0.0852135313542485
Synthetic portfolio data,2025-03,7,1,2,71.54,37.47,40,2964.67,0.025,0.0241308476154175
Synthetic portfolio data,2025-03,8,6,6,348.53,82.6345,40,2964.67,0.15,0.1175611450852877
Synthetic portfolio data,2025-03,9,7,9,595.97,156.422,40,2964.67,0.175,0.2010240600134247
Synthetic portfolio data,2025-04,0,21,21,1240.25,432.96,21,1240.25,1.0,1.0
Synthetic portfolio data,2025-04,1,2,3,54.87,8.650000000000002,21,1240.25,0.0952380952380952,0.0442410804273332
Synthetic portfolio data,2025-04,4,1,1,259.35,129.91,21,1240.25,0.0476190476190476,0.2091110663172747
Synthetic portfolio data,2025-04,5,1,1,188.23,60.19,21,1240.25,0.0476190476190476,0.1517677887522676
Synthetic portfolio data,2025-04,7,3,3,37.39,-23.9635,21,1240.25,0.1428571428571428,0.0301471477524692
Synthetic portfolio data,2025-04,8,4,4,176.04,38.654,21,1240.25,0.1904761904761904,0.1419391251763757
Synthetic portfolio data,2025-05,0,43,44,4536.79,1960.2655,43,4536.79,1.0,1.0
Synthetic portfolio data,2025-05,1,2,2,29.02,12.7955,43,4536.79,0.0465116279069767,0.006396593185931
Synthetic portfolio data,2025-05,2,1,2,150.03,68.3,43,4536.79,0.0232558139534883,0.0330696373427026
Synthetic portfolio data,2025-05,3,1,1,26.65,9.58,43,4536.79,0.0232558139534883,0.0058741973950744
Synthetic portfolio data,2025-05,4,3,3,135.0,72.31,43,4536.79,0.0697674418604651,0.0297567222639795
Synthetic portfolio data,2025-05,5,3,4,328.62,103.56,43,4536.79,0.0697674418604651,0.0724344745954738
Synthetic portfolio data,2025-05,6,5,6,276.7,66.344,43,4536.79,0.1162790697674418,0.0609902596329122
Synthetic portfolio data,2025-05,7,2,2,398.9299999999999,131.59,43,4536.79,0.0465116279069767,0.0879322163908842
Synthetic portfolio data,2025-06,0,25,26,1721.51,757.0345,25,1721.51,1.0,1.0
Synthetic portfolio data,2025-06,1,1,1,523.67,257.12,25,1721.51,0.04,0.3041922498271865
Synthetic portfolio data,2025-06,2,2,2,106.04,56.02,25,1721.51,0.08,0.0615970862789063
Synthetic portfolio data,2025-06,3,1,1,0.0,-1.5450000000000002,25,1721.51,0.04,0.0
Synthetic portfolio data,2025-06,4,1,1,70.26,37.09,25,1721.51,0.04,0.0408130071855522
Synthetic portfolio data,2025-06,5,1,1,457.51,238.95,25,1721.51,0.04,0.2657608727222031
Synthetic portfolio data,2025-06,6,4,5,320.22,104.8575,25,1721.51,0.16,0.1860111181462785
Synthetic portfolio data,2025-07,0,48,48,3099.33,1346.747,48,3099.33,1.0,1.0
Synthetic portfolio data,2025-07,1,1,1,77.31,46.15,48,3099.33,0.0208333333333333,0.0249441008217905
Synthetic portfolio data,2025-07,2,1,1,263.48,139.52,48,3099.33,0.0208333333333333,0.0850119219315142
Synthetic portfolio data,2025-07,3,5,5,483.59,243.73,48,3099.33,0.1041666666666666,0.1560304969138491
Synthetic portfolio data,2025-07,4,3,3,74.7,16.12,48,3099.33,0.0625,0.0241019833318814
Synthetic portfolio data,2025-07,5,3,3,440.17,103.336,48,3099.33,0.0625,0.142021017445706
Synthetic portfolio data,2025-08,0,32,32,2873.84,1077.827,32,2873.84,1.0,1.0
Synthetic portfolio data,2025-08,1,1,1,23.36,6.84,32,2873.84,0.03125,0.0081284970631628
Synthetic portfolio data,2025-08,2,3,3,211.0,126.65,32,2873.84,0.09375,0.0734209280962057
Synthetic portfolio data,2025-08,3,2,2,41.370000000000005,5.09,32,2873.84,0.0625,0.0143953734376304
Synthetic portfolio data,2025-08,4,2,2,108.97,29.15,32,2873.84,0.0625,0.0379179077471257
Synthetic portfolio data,2025-09,0,28,29,4011.04,1874.9045,28,4011.04,1.0,1.0
Synthetic portfolio data,2025-10,0,21,21,980.95,415.9325,21,980.95,1.0,1.0
Synthetic portfolio data,2025-10,2,1,1,0.0,-4.05,21,980.95,0.0476190476190476,0.0
Synthetic portfolio data,2025-11,0,42,44,3189.07,853.508,42,3189.07,1.0,1.0
Synthetic portfolio data,2025-11,1,1,1,0.0,-27.981,42,3189.07,0.0238095238095238,0.0
Synthetic portfolio data,2025-12,0,32,32,2660.09,745.675,32,2660.09,1.0,1.0
